0,1,2,3,4,5,6,7,label
2.523205,1.364319,0.582162,1.40433,0.188627,1.595588,1.631655,1.563465,1
0.848622,1.538053,0.486689,1.768034,1.409445,1.763915,2.709084,2.301026,1
1.727272,3.020331,1.656186,0.784709,2.308913,1.622004,0.884296,0.053362,-1
1.868216,2.477739,1.091092,1.908908,2.407572,1.289917,1.963072,2.174152,-1
1.359393,0.118219,1.1202,1.458769,2.695089,2.622364,0.388578,2.498915,-1
0.46921,0.985981,0.715607,0.661723,2.07599,0.84574,1.985289,2.185048,-1
0.600697,1.588266,1.375625,0.117081,2.722603,2.891727,0.776184,0.303168,-1
2.375065,0.396963,0.717263,2.514178,1.77247,1.987412,2.49883,2.393966,1
2.081831,0.547728,0.234896,0.822717,1.487917,3.051091,1.887502,1.869041,1
1.35381,2.410066,1.634797,2.580724,1.043269,2.751191,1.836656,2.044376,1
2.49274,1.201813,0.574875,0.565541,0.764477,2.194918,1.648603,0.155451,-1
2.264818,1.561623,2.687535,1.554505,1.244146,0.403775,1.086372,1.983246,-1
0.524032,2.3074,1.132756,1.170174,0.806702,1.662144,2.432232,1.320265,1
1.889906,2.738907,0.309611,2.897375,0.012559,2.773762,2.483469,3.02109,-1
2.426038,0.212441,1.164362,0.070672,0.877313,2.328184,1.668089,2.049971,-1
3.039265,2.755816,0.502728,1.048074,1.737693,2.820972,2.639332,0.320603,-1
0.849397,1.367911,1.889721,1.983278,3.02904,2.488956,0.585257,1.887827,-1
2.577724,2.362996,2.701357,0.777474,2.702147,2.126336,0.916039,1.891233,1
2.888147,2.90917,0.714176,1.09502,0.79145,2.155847,1.219282,0.314474,-1
0.934606,0.601457,1.263537,2.142853,0.504636,2.618599,0.601841,2.889618,-1
1.84197,1.883155,0.966177,2.263878,0.50272,0.638393,1.840849,0.98702,-1
2.889486,1.856424,0.62347,2.589952,1.270426,0.695945,0.425297,1.505015,-1
1.963012,1.350492,1.613882,2.471912,1.684543,1.838361,0.698686,0.34825,1
0.425888,0.096221,0.565152,2.773451,1.488593,2.187093,2.937953,2.478369,-1
0.368397,1.643875,1.996893,2.913579,2.830326,0.571548,1.057385,1.869046,-1
0.373395,0.279802,1.205379,0.526067,0.153571,0.762823,1.321858,1.413475,1
2.094436,0.969715,2.344105,1.589453,2.029245,0.83096,0.510226,2.891097,1
0.139245,2.042484,1.299391,0.7727,0.010621,1.258607,0.652577,2.914216,1
2.820587,2.25552,3.072134,2.069653,1.135993,2.253583,2.496751,2.428805,-1
0.316563,1.927617,2.276612,2.870314,2.935865,3.104385,0.780356,1.086549,1
0.700744,3.033042,0.618553,2.686675,1.262388,2.753015,0.903472,0.672303,1
1.077585,2.31196,1.39324,1.011337,3.067246,1.388707,0.576332,2.285237,-1
2.635745,1.661933,0.631707,2.877275,0.670471,1.939712,1.434282,1.160568,-1
2.209555,1.019293,0.279644,0.32702,2.570648,0.337508,0.405811,3.084875,1
1.249653,2.843091,1.382484,1.059898,2.600284,0.443504,1.186836,2.435618,-1
2.305362,3.065881,0.398733,0.734005,1.748447,2.56803,0.296795,1.298213,1
3.037308,0.491158,2.603869,1.074039,1.940282,2.656673,1.182746,1.718064,-1
1.477769,2.961038,1.079811,0.463625,1.787242,2.76218,2.587299,1.809398,1
0.586229,0.563703,1.535849,1.559071,1.639712,2.39817,2.83524,2.416578,-1
2.932846,1.661042,1.67425,2.989764,2.89954,2.978235,0.156641,2.233797,-1
0.301542,2.749401,0.547817,0.555486,1.095035,0.317164,2.956331,0.732435,1
1.714787,2.310889,2.748491,1.100713,2.510073,2.875478,1.815009,2.985982,-1
2.093545,1.632284,1.594893,1.873615,2.950107,1.357703,2.034794,0.403152,1
1.884376,1.85167,0.025955,2.547535,2.594265,1.274583,0.349293,2.54153,1
1.485495,0.967481,0.2903,2.281962,2.438256,1.552592,1.309304,2.098472,1
0.751778,0.850931,0.393116,1.200063,1.442414,1.487299,2.141216,0.667687,1
1.835646,1.695957,0.542726,2.741281,0.673501,1.899419,2.589919,2.109681,-1
0.075436,2.043323,1.821624,2.898021,2.738218,0.87062,1.501761,2.760734,1
0.217518,1.196362,2.665462,0.638332,1.481908,0.620795,1.787939,0.251057,-1
1.708741,2.298338,1.301086,2.811792,1.819278,0.803547,2.077583,0.891548,-1
0.854672,0.997943,0.218515,1.462103,2.957748,1.784536,3.121557,2.635286,-1
1.325065,2.560233,3.021034,2.522176,2.38945,0.415578,1.726993,0.28046,-1
2.953421,1.360977,0.902617,2.457898,0.343609,3.105729,0.93674,0.260871,-1
3.073364,0.708833,1.401826,2.0685,2.184231,2.62453,1.934411,1.90311,-1
1.113982,3.040008,1.282941,2.038362,1.394533,2.74237,1.274092,2.793768,1
1.984136,1.422713,2.10799,1.366423,0.28922,0.592172,2.839874,2.656391,-1
0.141116,0.522014,2.864849,1.366458,1.421233,2.754451,2.212907,0.099398,-1
0.454871,2.240143,1.874421,2.781585,0.640933,3.048607,2.315594,3.007549,1
1.27859,0.308093,2.097074,3.051732,1.341022,1.677823,0.889614,2.066348,1
0.666011,2.732614,1.310097,2.91495,2.9099,2.989027,1.968727,3.00511,-1
1.200626,0.767418,3.119174,0.139791,0.585456,2.035378,1.912758,1.183607,1
1.951606,2.883643,1.787262,2.807376,0.665415,1.213109,0.669106,0.449977,-1
2.710095,1.163429,2.631565,2.707726,2.635989,2.377292,1.818234,2.85166,1
3.135418,2.664125,0.740364,3.059817,2.567112,1.812408,2.821577,0.044362,1
2.865756,0.338535,2.973677,1.40209,2.499045,1.188956,2.18234,1.36245,1
0.630711,0.992198,0.076087,2.639612,1.796775,2.508708,1.656466,2.620403,-1
1.962176,1.082738,0.050145,0.824481,0.436905,0.430476,1.890719,2.384294,-1
0.400339,2.198401,0.964782,0.830358,2.042178,0.839362,2.890351,2.185483,-1
1.741013,0.053275,2.156409,1.413671,0.33589,1.141633,1.006543,2.634134,-1
2.191599,0.70715,2.313807,0.653436,2.60811,2.545184,1.701419,2.289729,1
3.056551,0.012111,2.89743,2.437623,1.589295,2.825561,1.714465,2.584811,-1
1.031157,1.193191,2.66819,0.454196,1.28153,2.427275,0.249537,1.986703,1
0.201042,2.793974,1.492005,2.057522,0.468498,1.464953,1.108123,2.112648,1
3.126662,1.661267,2.201719,0.15221,2.150913,2.009662,2.152696,2.438275,1
1.63145,2.51312,2.562975,1.226692,1.080485,1.204307,2.177916,1.768687,-1
1.656572,0.176902,1.594059,0.513696,0.579818,3.062321,3.057273,3.025767,-1
2.303028,0.704201,2.249941,0.148047,0.392209,0.814538,1.426617,2.118929,-1
1.344657,0.423743,1.914117,1.703831,0.56511,1.852409,0.743264,0.355095,-1
1.742305,2.160228,0.624392,1.949055,1.384683,2.503384,1.984839,2.848086,1
0.209905,2.657513,0.826772,0.881516,3.003931,1.363065,1.67781,2.527005,1
3.130754,1.95576,0.445089,0.847912,1.544806,3.116014,2.983118,1.825931,-1
2.18488,2.627888,2.148508,2.09041,0.88122,0.5831,2.297335,3.136816,-1
0.448848,0.965256,2.585851,2.299644,2.726012,0.831168,1.19124,2.304647,-1
1.011481,0.33983,2.670902,3.045619,0.619938,0.7163,0.758242,0.21792,1
2.301874,1.279961,2.555869,2.070255,3.120001,0.313119,0.333776,0.116131,-1
0.593946,2.290117,0.575231,0.050522,1.120119,1.23653,1.414688,1.3726,-1
2.403956,2.855914,1.203548,0.051904,0.453489,1.302508,0.011669,2.040355,-1
1.599968,2.816853,0.61796,1.751246,3.105956,2.058074,2.03436,0.844281,-1
2.544737,2.148119,0.657314,1.473604,2.693078,1.551307,1.622216,3.041598,1
0.298782,0.026242,1.667713,0.906448,0.687116,2.635717,0.36371,2.903275,1
0.378874,1.275373,0.574771,0.456031,0.526898,0.749328,0.841372,0.072272,1
1.750462,0.530132,2.928935,0.337472,2.063625,1.342212,1.106647,0.901712,1
0.069901,1.407373,3.024543,0.133692,1.337835,1.560643,1.749445,1.016108,-1
0.164345,1.349387,2.934576,0.973546,1.344826,3.088544,1.881037,1.430064,-1
1.113624,0.891461,1.359136,0.96617,1.3494,1.140809,0.138876,2.673837,1
2.869137,0.198408,0.558785,2.655457,0.519146,1.009699,3.005592,0.926786,-1
0.40738,0.483653,1.158182,3.034778,0.392073,0.165906,0.302706,0.937156,1
0.847316,1.829477,1.181002,2.65812,2.070832,0.996142,2.308624,2.947248,-1
0.51156,1.499061,0.736482,2.397513,1.468397,1.297538,2.466582,0.815705,1
0.872391,0.954731,2.356112,1.797157,2.308338,2.806401,0.152292,1.733597,-1
2.644273,2.724701,2.3419,1.471441,1.572394,3.006242,1.292617,0.502172,1
2.860466,1.609308,2.960901,0.144073,1.100901,2.992446,2.859364,1.663684,-1
0.708627,0.123802,0.824335,3.135121,0.303357,1.40133,1.680459,1.155228,1
2.382502,2.854397,2.321207,0.835712,1.593959,0.86312,2.576462,0.438555,-1
1.665697,0.05218,2.989874,0.634285,1.328533,0.292211,1.286006,0.527328,1
0.015458,0.730178,0.100824,2.927629,2.29222,0.430643,1.132145,3.128989,1
1.100987,1.790057,1.081168,1.326862,0.347439,0.455966,0.967572,0.894681,-1
1.463561,2.48656,1.033827,1.264602,2.977901,2.758594,1.716749,2.381582,-1
0.904089,0.215537,2.989723,0.583632,2.799433,2.253959,0.426694,3.039989,-1
0.517855,0.035916,0.638554,0.208456,1.319226,1.938123,0.016315,1.325097,-1
2.29666,2.400059,1.455048,1.207312,2.022752,2.748367,2.265705,1.232061,1
0.74619,2.232756,2.015523,0.836038,2.694978,0.498464,2.638879,2.106354,-1
2.153997,1.837715,0.043596,0.137308,1.892643,0.573863,3.127438,1.593671,1
2.861698,2.360668,1.689501,2.821144,1.335929,1.191914,2.43476,1.451694,-1
1.884299,1.178014,2.918842,0.791739,2.076952,1.318662,1.931941,2.002163,1
0.215389,2.616767,0.421635,2.821124,1.09904,1.620741,2.641976,1.786588,-1
2.569499,2.165896,0.615898,2.323718,2.862541,2.355998,0.041654,2.080444,1
1.237245,0.327294,0.156075,2.628863,2.117326,2.885066,1.749084,0.406353,1
1.183935,2.101316,2.52107,1.425164,3.081442,1.768585,0.123434,0.010275,-1
2.244315,2.117873,2.299087,2.835571,2.098805,1.88602,0.453297,1.655914,1
2.889769,2.33643,0.19679,2.739432,1.01639,1.801266,2.768839,3.012738,-1
2.298132,0.158253,0.619963,1.001068,1.456614,1.086437,0.52288,2.495787,-1
0.965314,2.145115,1.687648,2.075085,0.276717,1.525894,2.887425,1.149507,1
0.920088,0.124811,2.277882,1.408867,0.035196,1.248778,1.390408,1.756605,-1
0.262742,0.75365,2.306281,1.501062,0.733065,2.642955,2.923994,1.297247,1
2.759933,0.036547,0.485656,0.191288,1.047042,2.041945,0.631566,2.062536,-1
0.043987,0.620003,1.207038,0.607468,2.464889,2.97542,2.870112,0.166512,1
2.692748,1.860594,0.412832,3.130924,1.765798,2.579815,1.583025,1.571347,-1
2.530541,0.416787,0.006813,1.193946,0.8584,0.181186,1.50009,0.87099,1
1.213216,1.520424,1.272807,0.938628,1.816078,0.083559,2.326925,0.063841,-1
0.30167,1.768602,2.819098,3.087874,3.115661,2.050934,2.621634,2.768745,1
2.268461,1.877567,2.251107,2.050308,1.645052,1.903811,2.901512,2.173749,1
1.517916,0.673935,1.875591,0.798321,0.1713,2.992591,2.824974,2.637459,-1
1.774678,1.603032,1.316677,2.432919,2.620262,2.013678,2.881922,1.689524,1
1.629808,2.903462,2.041432,0.497098,0.200001,2.817355,2.167817,1.924849,-1
0.386965,1.230825,2.063034,0.395587,2.034048,2.040879,0.544707,2.427587,-1
0.706754,1.655504,1.872488,1.539591,1.380474,0.637672,2.198651,0.008026,1
2.753821,2.814538,0.588881,1.100629,0.951088,0.99084,2.514124,0.454346,-1
3.093589,1.929434,0.101031,3.044283,1.875887,0.324163,0.429362,3.085052,-1
1.470752,0.668425,0.721164,0.681604,0.941558,1.122453,0.842123,1.046669,1
0.041794,1.118219,1.106697,2.869048,0.887603,1.527802,1.00105,2.667853,1
1.728854,2.601325,3.014387,0.950706,2.457442,2.376306,3.127437,2.241933,1
0.61823,0.391409,1.622398,2.394113,1.569415,2.449542,0.218626,2.264699,-1
0.990959,1.268498,2.951448,1.746777,1.696744,1.041369,2.733431,2.441504,1
2.026318,1.790231,0.28377,1.982834,0.564459,3.094212,1.787437,1.885096,-1
3.126503,0.134317,0.888542,2.704354,2.396007,0.014663,0.666004,0.890325,1
1.794896,2.481735,2.104141,1.133621,0.998728,0.806275,2.26034,2.457614,-1
2.209011,2.753936,0.287085,0.737386,0.834597,0.975045,0.116393,2.679698,-1
0.910408,2.906851,0.860573,3.01656,1.570513,1.206042,0.655615,1.863676,-1
1.152502,0.438979,2.693363,2.985518,1.090694,2.52136,2.034415,0.072967,1
2.008262,1.490045,0.650935,1.802803,1.218177,2.30778,2.910492,1.060922,-1
2.649807,1.627768,0.646625,1.150827,0.966187,1.254354,0.793526,0.505394,-1
2.225889,2.180117,2.925153,2.47245,3.047824,1.078898,2.802673,1.65285,-1
1.013444,1.02004,0.603874,1.832846,2.725734,0.273096,1.059382,0.938674,-1
2.46849,3.081113,1.253449,0.945218,0.267601,2.792089,1.219271,0.875675,1
1.536403,2.193366,2.855981,1.963358,2.061768,0.243407,3.134372,1.417362,1
2.023445,1.957348,2.128711,0.290863,0.325585,1.256254,3.00752,2.089537,-1
0.605383,0.169713,1.403473,2.107556,1.077598,0.169009,2.979593,2.98239,1
0.609176,2.179561,0.152407,1.254791,2.116542,1.275252,3.087638,1.201213,-1
2.151535,1.554176,0.62648,1.618971,2.394021,1.800307,2.960606,1.505541,1
0.988886,1.905677,0.02248,0.873176,1.232132,3.080776,1.445787,1.664817,1
1.604531,2.010838,1.380063,1.573073,3.110112,0.53938,1.397486,1.275993,-1
2.160334,1.148349,1.822504,0.339219,0.645826,1.494846,0.247985,2.439833,-1
0.437467,2.788088,0.140973,0.422934,1.699746,0.902679,0.436043,1.61974,-1
0.665628,2.521443,0.768996,2.708184,0.391487,2.02054,2.516346,0.16577,1
1.003805,2.630146,2.953108,0.155452,0.378254,2.483905,0.126116,2.217396,1
2.638656,1.146599,1.799282,0.291843,2.513114,0.741726,1.253054,2.413363,1
1.045987,2.117282,1.523873,0.42684,1.004043,3.13246,2.864128,2.309497,1
0.704108,0.650749,1.686069,2.420295,0.564783,1.66889,1.385105,1.385312,1
1.043045,0.667871,0.520127,0.573325,2.350951,1.649544,0.818378,1.590477,-1
1.44915,2.314849,1.631478,1.893104,0.428382,1.055016,2.152305,1.514636,-1
1.734255,0.261479,2.910536,1.617984,1.583821,2.075287,1.045995,1.030137,1
2.42978,1.010761,1.576751,1.008385,2.969873,2.89787,0.531443,0.240656,-1
1.206983,0.931562,2.425375,1.888288,0.360222,0.957136,1.221519,0.185549,1
0.681851,1.732814,2.2449,1.713343,0.898356,1.040409,1.595169,3.079822,1
1.746244,0.597757,2.537693,0.774723,2.766234,0.72725,0.064296,0.954519,1
2.80052,1.873391,1.145131,1.754663,2.721701,1.900554,1.561416,1.912446,1
1.425306,1.659432,2.330484,0.052498,0.954608,2.056188,1.275134,2.78234,1
1.491904,2.842324,1.792055,1.525586,2.748419,2.814407,0.418615,2.734163,-1
1.124846,1.476903,0.540367,0.49194,0.955748,1.115066,0.222111,2.803907,1
0.222411,1.927802,0.742041,2.207596,1.244968,2.481303,2.178936,2.340655,-1
0.421208,2.507003,0.093819,2.424989,1.314627,0.76465,3.115262,1.816577,-1
0.239734,1.989702,1.188778,0.959871,2.632838,2.362189,2.399159,1.484582,1
2.280183,1.559169,2.212755,2.446431,0.34158,1.006765,3.060627,2.065126,-1
1.419955,0.928132,1.168349,0.849874,2.567425,3.002254,2.25854,0.375457,-1
0.359472,2.601198,2.655092,1.048038,2.350257,1.718771,1.993027,0.876078,-1
1.430494,0.855857,2.398832,0.829727,0.862176,1.861411,0.105374,0.269439,-1
1.450115,1.081777,0.40404,0.709287,1.760225,1.516513,1.540424,3.124491,1
1.76994,2.205178,2.028575,2.749331,1.333239,1.518518,1.876109,2.121617,1
2.240007,1.570957,2.600367,2.365002,0.046781,0.108993,1.899139,1.670296,-1
2.596161,0.653587,1.173755,2.703718,1.986364,1.805279,1.197601,0.5637,1
1.216032,2.064875,1.655611,0.560295,1.715887,3.14149,2.748642,1.788396,1
2.004202,2.633739,1.274183,0.961757,3.013899,0.928812,2.339211,1.073173,-1
2.268276,0.960272,1.762497,3.112049,2.097298,0.808712,1.325406,1.748137,1
2.463412,0.754703,1.392019,3.137003,3.081403,2.272035,1.887016,2.051345,-1
2.020715,0.528445,0.808692,2.825864,2.179835,2.002675,1.923836,0.00787,1
0.230557,2.409576,2.536296,2.605016,1.99307,1.949922,2.760805,2.965927,-1
1.852239,1.057187,0.619257,1.874438,2.554511,2.42681,1.279065,3.114473,1
1.814475,1.00045,2.020177,3.027875,2.584172,1.259985,2.773938,0.747319,1
2.936329,1.45595,2.992714,3.041141,2.464924,0.743592,1.543469,2.684319,1
1.832828,0.497058,1.490614,2.779091,3.017715,0.397852,1.913745,1.252377,1
2.532813,0.411184,0.2199,1.895158,2.015913,2.440266,3.06927,3.104057,1
2.732391,1.029036,2.187149,1.132085,2.557255,0.719916,1.328575,0.899092,1
2.271327,2.637569,2.863425,2.870578,2.245817,0.131332,1.936818,2.175509,1
0.683247,0.125413,1.410109,0.662262,1.495393,0.274378,0.509215,1.71406,1
3.050641,1.149199,2.977161,0.884988,3.130903,2.543467,1.403627,0.466035,1
1.268076,3.025379,3.05373,0.924626,2.095777,1.647237,2.74701,0.153532,1
1.767693,2.655119,1.246398,0.827994,1.181564,0.560989,0.172706,1.820717,-1
2.682843,2.040817,0.652261,2.651539,0.920628,2.583822,0.508254,1.99893,-1
1.332462,3.049778,2.001639,0.033422,1.551297,2.899894,0.721833,1.873915,1
2.730409,2.175314,0.308172,2.897661,2.858518,2.663841,2.456687,0.793824,1
1.982855,1.871539,0.951055,2.309272,1.066562,1.112224,0.804772,2.099791,1
1.328993,1.105638,3.010336,3.016928,0.813646,1.590548,0.149741,2.711309,1
1.748881,2.450503,2.069601,2.017305,2.55436,0.46871,0.278169,2.022359,-1
1.942049,1.974554,0.356565,1.102849,1.787502,0.721781,2.852043,2.725907,1
0.911898,1.418315,2.966497,0.746494,2.071256,2.068634,2.338833,1.930826,-1
0.10241,0.887017,3.106335,0.79865,0.870814,1.483421,0.425768,1.845919,1
0.95945,1.334247,0.471258,0.357064,0.244082,0.497882,1.803205,0.291949,-1
1.24865,0.08517,2.65572,1.626714,2.338374,1.968061,1.469752,1.383611,-1
1.233006,2.119925,1.029176,1.038091,2.709594,1.210205,1.747051,1.239428,-1
2.137891,1.119361,1.786755,1.017369,0.100206,2.73873,1.709479,2.604385,-1
1.910705,1.794551,0.135168,1.195081,2.515079,0.79055,3.014565,2.498173,1
0.691809,2.989461,0.538732,1.285754,0.977343,2.051145,2.598541,0.726232,1
1.563276,2.106307,1.977548,0.768293,0.079726,1.815515,0.20608,1.035457,-1
1.392388,2.617417,0.790054,2.283411,2.469788,2.24791,1.171319,2.778891,1
2.379843,2.534881,2.149772,0.831568,2.231046,0.065597,0.730972,1.400827,1
1.43867,1.293124,0.763581,2.590035,0.193922,0.867092,0.99219,1.92889,1
2.562592,1.16707,0.614331,1.22225,1.113221,0.96727,0.805292,0.128887,-1
2.509955,2.917041,0.677045,0.636988,0.801187,1.153952,2.951324,1.606217,-1
1.411703,0.223882,1.825575,1.195815,1.488245,1.309936,3.087317,0.620827,1
2.957922,0.617837,3.039065,0.7218,0.053465,1.143885,2.715538,1.205715,1
2.910577,0.6914,0.748834,2.941671,2.13818,1.314473,0.243413,2.171128,1
0.756476,2.871915,0.454505,0.331021,2.856791,0.766059,0.616088,0.753217,-1
1.918608,1.569416,0.446254,2.902685,2.508488,2.714912,2.098556,1.650843,1
1.279963,2.975212,2.214421,1.276113,2.964653,1.540546,1.055098,0.408564,-1
1.758652,2.404863,0.941821,1.943067,2.19856,3.111854,0.958486,2.487091,1
0.065936,0.541423,0.533286,0.532382,0.447293,2.434014,2.058175,0.945949,1
0.622258,2.943159,0.784997,1.326195,1.537575,1.791937,1.431652,1.067064,-1
2.68001,2.658228,3.003644,0.026965,0.28682,2.924045,2.568195,1.155773,1
0.161783,0.410346,1.145694,1.914302,2.507364,3.041343,1.106985,3.019928,-1
2.881184,2.149473,0.986833,0.677051,1.601461,2.86033,0.632894,3.08545,-1
1.889526,1.456123,0.825517,0.186246,0.749818,1.122421,0.907537,1.64865,-1
1.943977,1.109678,0.151644,1.68462,0.110798,2.939522,1.807793,2.334573,-1
1.256631,2.448739,1.044518,0.367351,0.902572,1.017984,0.365352,0.466057,1
0.199442,0.847267,1.05574,0.670722,1.577664,2.988287,0.701046,2.281517,-1
2.014795,0.674066,0.554304,0.833722,0.137084,0.614558,2.91922,1.72741,-1
0.02551,3.078705,2.315711,0.859553,0.438164,2.659878,1.606905,2.3337,1
1.265968,1.857308,1.489438,0.245776,0.148039,2.027897,1.712043,1.903561,1
1.957201,1.125596,2.350667,2.585625,0.796657,1.341695,1.39421,2.386857,-1
1.732046,1.741017,1.272478,2.648121,0.287458,0.224798,2.914192,2.734548,-1
3.061275,0.991438,2.651506,2.815668,1.700598,1.956842,1.867151,0.752688,-1
1.075517,2.302845,0.479708,1.978195,0.885358,2.363459,2.539512,0.636724,1
2.248742,0.278643,2.64186,1.312228,0.923365,1.985311,0.692475,1.182326,-1
