0,1,2,3,4,5,6,7,label
2.918005,2.877169,1.96381,1.59834,2.078936,2.558634,0.814638,0.890191,1
2.223196,0.73715,2.286778,2.33061,0.946914,1.158324,3.0365,1.815738,-1
2.867142,1.912548,2.322012,2.062988,0.940867,1.874609,1.135051,0.262677,-1
1.358602,2.12836,0.683332,0.346357,2.997686,2.725545,1.007305,2.801091,-1
0.638827,1.756522,2.680061,1.65681,1.029826,2.894759,2.336876,2.351757,1
2.724407,2.253248,0.97473,2.427827,2.509392,0.688316,1.521402,2.323186,1
2.201446,1.036854,0.41931,0.658937,2.837486,0.091815,1.549114,1.192375,1
3.010648,2.684408,0.612086,2.134839,0.817802,2.20109,0.146868,0.603568,1
2.995273,0.461566,0.639953,0.970722,0.973352,1.205668,0.478101,0.645505,-1
2.103184,0.153597,1.737005,0.884307,0.993893,2.901785,1.193113,2.985428,-1
1.853987,2.058617,0.844256,1.960772,3.124551,1.287767,2.978935,1.482664,1
1.439313,2.839264,2.686815,0.305873,1.692847,2.125233,0.649889,0.698878,-1
2.61941,2.247962,2.65428,0.305099,0.057278,2.026152,1.148719,2.947429,-1
1.026322,1.979054,0.005307,1.095713,1.950467,0.192018,2.683977,0.068501,-1
2.165641,2.657553,2.207835,0.96924,0.065823,2.742304,1.871031,1.827555,-1
2.041214,1.64673,2.249616,2.753265,0.192154,1.718615,1.991661,0.091782,-1
1.654229,0.055158,0.234478,3.104162,1.724657,1.236858,1.654925,0.830502,1
0.532708,2.735927,2.537302,0.882166,3.046832,0.672913,2.584499,2.287756,-1
2.467121,1.018667,3.113105,3.0111,1.861565,0.436416,2.104975,0.743651,1
0.352812,2.622829,2.277825,0.945928,0.581672,3.100437,1.288802,1.193093,1
0.121434,0.172043,2.171345,0.148495,1.666465,2.553552,0.63451,2.120683,-1
0.422758,1.109677,1.988777,0.078692,2.253704,0.451526,1.068222,1.734234,-1
1.11147,0.86343,2.942016,2.608275,1.440383,0.153681,0.452971,1.643014,1
0.388102,0.994,1.260808,2.695403,0.336914,2.61476,2.360096,0.623525,1
0.97501,1.350356,0.448081,0.927941,0.326957,2.61576,1.730604,0.548229,-1
2.769335,2.566479,0.352116,2.733629,1.475734,1.97892,1.489453,1.259787,-1
2.317269,0.383403,1.790996,2.837894,1.462385,1.078624,2.139925,3.122891,-1
0.664087,1.371175,0.845404,2.661642,1.357592,0.358008,1.584727,0.369677,1
1.08938,2.841801,1.021533,1.126319,2.289017,2.973658,0.744312,2.964414,-1
0.301283,1.826822,0.384166,1.065698,2.603167,1.082983,1.445745,0.217924,-1
1.088838,0.592437,0.53687,0.5759,0.443449,1.368904,0.240441,0.397822,1
2.475366,1.359695,2.292977,0.726835,1.513447,2.075788,1.120674,2.040571,-1
1.7419,2.615554,0.498721,2.926652,0.116506,2.329241,1.049155,2.283657,-1
2.822943,0.389989,0.458116,1.724567,0.859287,1.434195,0.604546,3.073474,-1
0.009739,2.441173,0.273071,1.445595,2.462197,0.812733,1.457466,1.286749,-1
2.017326,0.439571,1.32796,2.662674,2.551633,1.131208,1.512623,3.071122,1
0.733206,0.126056,1.666581,2.710227,0.552154,3.091806,2.437829,1.146413,1
0.35073,2.187133,1.44167,0.396056,0.446591,2.578006,1.7111,0.125103,1
1.718696,2.279716,1.324872,3.006556,1.650148,3.070008,1.248646,2.902731,1
1.81418,2.983212,0.789066,2.032078,2.170018,1.459517,1.683234,1.646379,1
0.515845,3.07891,2.913693,2.732208,0.865761,2.84173,0.961496,2.624057,1
3.051116,2.765465,2.557059,3.091595,0.929063,2.242759,0.953404,1.858485,-1
2.274986,1.583509,1.71103,0.922405,2.310719,1.344258,1.322096,1.236613,1
1.50191,1.932021,0.149143,1.095517,0.046564,2.61855,0.818415,2.726172,1
0.37621,1.26905,2.934796,2.130386,2.045654,2.506924,1.270692,3.061615,-1
1.127886,2.036694,0.668867,0.533622,1.92867,0.308858,3.063581,0.502435,-1
2.858909,1.013981,1.674446,0.420915,1.147774,2.221588,2.206287,0.284314,-1
0.716149,0.678307,0.93526,0.302298,1.723202,1.526811,1.26111,0.405684,-1
1.584326,2.281583,0.974313,1.594331,2.248401,2.660181,0.259915,0.551435,1
0.346068,1.543348,1.197076,0.025759,1.318658,0.134289,3.136833,0.469136,1
0.068764,0.478133,1.893177,2.740428,1.421269,1.368507,0.707545,0.134422,1
2.524944,1.025671,3.030323,0.605338,1.528111,0.821583,2.923999,0.241512,-1
0.722479,0.360971,2.282986,2.177516,0.009809,2.137523,0.88085,1.612534,1
2.281157,2.147978,0.810766,0.828112,1.154486,2.2279,1.963873,2.677168,-1
1.64999,2.917599,0.985155,1.814201,0.034341,2.203353,0.872389,0.840037,-1
1.373661,0.173442,2.670858,2.368552,1.641862,0.673981,2.797903,3.027592,-1
0.606838,0.96242,2.681578,3.129334,1.333588,2.493006,0.285669,1.760289,1
0.647467,2.557421,0.726077,0.715474,2.229205,1.897382,0.383217,2.703226,-1
0.925336,1.811,1.908721,1.519277,0.65134,3.103335,0.528474,2.605979,1
0.507644,1.725898,0.739194,3.097091,0.258585,1.187993,2.901311,0.64779,1
2.774284,0.823249,0.903529,2.257296,1.820017,0.678234,2.835907,2.236686,1
2.133348,0.725081,0.052784,0.019892,2.547812,0.891137,1.777686,3.032442,1
0.808368,0.991545,0.682202,0.947912,0.434362,2.590143,0.465891,2.657601,1
1.615825,3.138965,2.735513,2.759446,3.043949,1.104021,1.073935,0.866408,1
1.294002,1.497229,1.244152,2.254671,0.59128,0.221945,0.101038,1.795412,1
0.743586,0.96275,2.515455,2.646248,2.745887,1.665183,0.713169,2.643583,-1
2.767465,2.78983,0.060675,1.806266,3.100961,1.963647,1.626687,2.243566,1
1.702124,1.437511,1.880012,1.352904,2.999826,2.215354,0.972478,2.961201,1
0.925763,2.81114,0.055009,0.148918,1.829773,0.654674,1.826489,3.090363,-1
1.962996,2.562373,2.045776,2.945088,0.215936,2.523544,0.912424,0.571451,-1
0.194709,1.850156,0.002396,0.172219,2.608957,2.412994,2.879529,2.774398,-1
2.376368,1.951015,1.101753,1.376135,2.787907,1.648228,1.163853,0.234425,1
0.110929,2.105393,1.860801,3.011562,1.929216,1.297414,1.723973,2.952872,-1
0.351519,1.752039,1.006071,0.814764,2.156531,1.821012,1.265876,2.776265,-1
2.342245,1.925968,2.437182,1.066409,0.745579,2.375055,1.983325,1.685218,-1
2.721462,2.864117,2.730652,1.319922,2.769784,1.260588,0.944841,0.378128,1
2.535369,1.842267,1.341642,2.491689,2.230681,2.361022,2.536638,3.092071,1
1.414948,2.31278,2.413633,1.210149,1.104326,0.56941,2.209489,0.412455,1
0.696461,0.749181,2.265858,1.799868,2.44312,2.471992,3.042981,0.880517,-1
3.070568,1.335392,0.32707,0.77666,1.345851,0.532292,2.82049,1.492259,-1
0.509523,2.696687,1.234807,1.292879,0.053063,1.53925,0.177064,1.786907,1
0.446695,1.946917,0.308273,2.696686,0.197164,2.826604,2.205974,2.16692,1
0.144102,0.859259,1.56316,1.447616,1.50811,0.636141,1.399729,1.460357,1
3.100571,1.52543,2.229851,1.597654,0.895469,2.711953,1.026017,0.584878,-1
2.486477,0.50736,2.299168,0.28264,0.234089,0.251958,2.026495,3.002664,-1
2.531374,0.504726,1.220717,1.750164,1.316791,2.089405,1.947739,0.861989,-1
2.298103,2.930033,2.53875,2.461126,1.720881,3.037662,1.597083,1.445437,1
0.549278,2.394996,2.394124,0.493358,0.736247,1.245062,1.75352,0.648629,1
2.583142,1.737143,2.660932,3.046213,2.262529,0.830529,0.411339,1.497658,1
2.867409,2.211689,1.224566,2.070506,1.876477,0.999704,1.886307,0.160565,1
1.987736,0.109071,0.005526,2.744408,1.683242,1.520703,0.633045,0.416211,1
1.628152,0.374957,2.380308,2.803267,0.350382,1.237592,0.654585,2.72527,-1
2.909373,0.374812,1.126539,0.916688,0.561963,0.650945,1.60255,1.365884,-1
0.149306,1.826308,1.81424,3.102915,0.574634,0.470683,2.337707,0.342819,1
2.902558,1.222638,2.874747,0.270421,0.196922,1.052303,1.121633,2.975603,-1
0.56115,0.946383,2.162362,2.427864,0.116696,0.970922,0.280662,1.750738,1
1.70818,1.774148,1.946803,2.586979,2.842606,1.102205,2.66712,2.598063,-1
1.546766,0.071236,2.493784,0.829569,2.02602,1.52628,2.225333,0.044261,-1
2.005919,0.185679,1.306329,2.110054,1.011232,2.237288,2.708386,2.752288,-1
2.367436,3.017364,0.539027,2.747657,2.452158,1.470658,1.988567,2.34829,1
0.487844,0.38571,0.789577,1.532388,1.516522,2.96046,1.97341,0.29027,1
0.654215,2.809817,2.268853,0.063719,3.120546,2.812938,1.942593,1.640185,-1
2.644378,1.252745,1.648634,1.952109,2.685473,1.847887,2.418507,0.10822,1
3.028535,1.92434,1.518073,0.561224,1.629441,2.504291,1.598717,2.151922,1
0.797589,2.405943,0.21134,0.910145,2.940963,1.773057,0.616721,1.132092,-1
2.949416,1.688558,1.201764,2.052209,1.402583,0.964465,0.215913,2.623285,-1
2.897661,2.960734,1.103491,2.111702,2.300432,1.32517,1.415412,0.0393,1
2.861572,1.910048,0.900019,1.516973,0.551618,0.08287,3.014035,1.10779,-1
1.627904,1.442449,0.7956,1.473591,2.24414,1.392281,3.072993,0.11273,1
1.83655,2.879237,0.951859,3.057619,2.420876,3.095403,1.102102,1.548168,1
2.793251,1.513121,2.238597,0.568596,3.001717,0.038179,2.32631,0.59583,1
1.834621,0.630157,1.165313,1.219333,0.786057,0.351131,0.34023,1.711768,-1
1.372668,0.101549,2.153688,2.166392,2.477298,1.637658,2.032131,1.554842,-1
1.299853,2.441672,1.060108,0.264863,0.982994,2.375292,3.078915,3.133727,1
2.208572,2.824085,1.100175,2.221837,0.376921,1.059845,1.905826,1.753002,-1
2.484039,2.265822,2.40047,1.132944,1.601952,0.272348,0.995936,0.320396,1
2.407259,1.907843,1.011417,0.761544,0.435946,2.753215,1.164621,3.064741,-1
0.337487,2.121463,2.954834,0.477786,0.588501,1.032418,0.497793,2.442579,1
2.414795,3.06687,2.483485,2.418856,2.620414,1.76274,2.33224,1.994262,1
2.410149,0.922223,2.690724,2.711697,1.096263,3.019913,1.337015,2.144499,-1
3.11285,1.779337,2.839479,1.225417,1.913652,2.076465,2.811456,2.599314,1
1.013997,0.773391,0.870921,2.295533,0.390036,1.466436,2.606853,2.971667,1
1.405837,1.384544,2.431567,0.661231,2.921878,2.292576,1.310516,3.048846,-1
1.711627,2.696445,2.363044,1.647548,2.516805,0.397462,2.530689,1.751357,1
0.998785,2.173074,1.703537,0.278011,3.11518,1.206181,3.001223,2.726111,-1
2.201256,1.611193,0.246584,2.519516,0.091275,2.374137,1.55666,2.979954,-1
0.782648,1.943592,2.741897,2.297288,1.396962,1.17489,0.345225,1.377732,1
3.057252,2.14452,1.011225,0.106319,0.415714,0.230441,1.57011,0.61942,-1
2.372275,1.839607,1.173338,0.990855,2.113747,1.716508,1.965388,0.162031,1
1.112509,1.464282,0.140306,0.683762,2.22818,0.753062,0.104546,0.845334,-1
0.223477,0.940162,0.171866,1.110901,1.230525,1.141337,0.157554,3.033634,1
0.405436,0.665596,1.839909,0.881207,2.96738,0.63596,2.362391,2.293014,-1
2.737157,1.689795,0.612355,1.27564,1.899795,1.432345,0.570781,1.139682,1
2.751914,1.549025,1.684587,3.049607,0.283456,0.29228,1.663381,2.870466,-1
1.016123,0.797257,0.803224,1.98162,2.651799,0.807985,2.484957,1.104535,-1
0.644952,0.778827,1.125515,2.003481,1.488633,1.321789,3.009852,2.466214,1
0.207823,0.422719,2.535466,0.333529,2.448009,3.075607,1.524516,2.850033,-1
1.191826,0.528566,0.943259,0.675488,1.48381,2.929921,2.358276,1.613663,1
0.47908,1.771694,1.678006,0.199215,0.145693,2.652567,0.397012,2.691734,1
1.958396,1.041677,0.777648,1.058265,2.320124,1.629629,2.56526,1.952716,1
0.165051,2.092847,3.005733,1.04442,0.64813,2.211616,2.523167,1.023268,1
1.8273,1.818639,1.667402,1.748252,1.752214,1.248848,2.205345,0.595278,1
1.917834,0.446509,2.590674,2.365571,1.95725,0.765469,0.471483,2.161143,1
1.681698,2.144549,0.92447,0.318079,0.755419,2.084182,1.834948,0.677544,-1
1.746863,1.501013,0.532106,2.998777,2.327353,2.2712,1.712716,2.722261,1
0.889357,0.651629,0.883753,2.550315,2.089361,0.829095,1.220922,2.037604,-1
1.990666,2.917611,2.77685,0.323085,1.923506,2.868016,2.280619,2.809184,1
1.957461,2.538564,1.0395,1.475501,0.416731,2.378878,0.911257,0.644941,-1
0.050149,2.139494,0.539755,3.066971,2.26269,1.785011,1.875444,1.842994,-1
0.501047,2.497539,0.666974,0.362108,3.047252,0.032102,1.201905,2.947895,-1
3.089322,1.877022,0.875581,1.574168,2.60505,2.251061,2.936553,0.100947,1
1.765475,3.041379,1.700419,1.474364,1.131714,0.540265,2.56412,1.273054,-1
0.006356,1.489108,0.522982,0.481224,2.102199,2.961672,2.47236,1.589967,-1
2.210409,1.526297,0.816208,0.799864,2.879848,0.086677,1.572118,1.908982,1
1.11527,0.024028,0.911379,2.134759,0.092018,2.840467,3.08944,0.521339,1
0.807701,3.086902,0.086834,2.00458,2.783385,1.476091,3.127241,1.427702,-1
1.833087,2.861125,3.080572,2.301747,1.674902,1.863089,2.753296,1.464576,1
1.414237,2.743873,2.692524,1.600347,0.082979,0.434863,0.390729,1.495207,1
0.111458,1.498536,2.953939,2.845245,2.089768,2.256298,3.035454,2.458102,-1
0.729056,1.793772,3.052827,1.02355,2.11624,0.171965,2.210331,0.172772,-1
1.724281,1.475922,1.413788,2.619032,1.359652,2.056458,0.930793,2.831964,-1
0.086379,0.18561,1.910636,2.2577,1.726743,2.438781,1.562808,1.038308,-1
0.24857,2.196624,2.765026,2.72539,2.26315,1.099522,0.955303,2.25884,-1
1.932071,0.845112,0.966975,1.430493,1.587045,0.68138,0.978128,1.936709,1
1.912087,1.592864,0.072414,2.691542,1.354055,1.236702,2.102847,0.034449,-1
0.36604,2.67061,0.812628,1.051237,0.672969,2.999535,1.492628,2.16114,1
2.686246,0.496992,1.53813,1.470715,1.934727,2.066721,0.443625,1.217348,1
0.388892,0.103698,2.61338,1.023344,2.756645,1.809084,1.48697,0.332743,-1
0.202591,3.017345,0.04672,2.826147,1.187789,2.208895,0.52445,2.926946,1
1.927404,1.102576,2.901087,2.31139,1.034398,0.844164,0.047649,2.815236,-1
0.425251,1.35947,2.008241,1.879108,0.736482,2.416977,0.716476,1.829132,1
2.966081,2.790519,2.188037,2.772369,2.795254,0.886722,2.138799,0.256832,1
1.665186,1.698726,0.254629,2.505894,0.118989,1.604549,0.179045,1.410384,-1
0.485064,1.32396,2.874017,2.274489,1.716695,0.563589,3.098598,1.871565,-1
2.643465,2.522623,2.091639,1.985075,1.467039,2.784749,2.417689,0.398672,-1
1.166873,2.980881,1.539858,2.322283,2.07396,2.805973,0.291744,1.313072,-1
2.471598,1.21863,0.950238,0.111088,1.675267,0.802432,0.961124,1.6257,1
2.498735,0.209579,2.239961,0.753969,2.757252,1.784283,0.746307,0.138956,1
2.427995,0.554341,0.505892,1.387954,1.843464,0.877674,1.124216,0.772138,1
1.010474,1.609748,1.199911,1.118472,2.532374,2.827615,2.538764,1.514823,-1
2.470915,2.741225,2.024673,1.670012,1.994192,0.762051,2.780767,1.65246,1
2.339327,2.147985,1.418724,3.125164,2.861786,1.545612,2.016734,0.284802,1
1.631542,0.050036,2.975914,1.438949,0.532829,0.501028,0.811577,1.926662,-1
2.506689,2.646797,1.665585,2.660786,2.076177,1.367012,1.205187,0.027489,1
2.107348,2.491121,2.779616,1.535411,1.201695,0.40387,0.231914,0.980557,-1
1.420301,2.313607,2.28958,1.143995,0.420434,2.138205,2.708959,1.159273,1
0.049971,1.317117,2.414131,0.029086,2.025724,1.541154,1.576518,2.231286,1
0.224498,0.952907,1.259636,1.086513,0.761192,0.415339,0.013314,0.193691,1
2.945328,0.264055,2.417329,0.015373,3.099176,2.133295,0.786374,1.246657,1
0.585421,2.957666,0.047496,0.28885,1.740827,1.782858,1.753898,1.387517,-1
2.48692,1.04864,1.410329,2.290076,2.02577,1.746505,2.987436,0.962837,1
1.558252,1.366762,3.088982,1.236669,1.207238,0.264047,2.349468,2.848481,1
1.378577,1.710285,1.312002,0.551291,1.737765,2.095016,3.099597,0.676531,1
0.64513,1.997796,2.615617,2.052962,1.066562,3.026533,1.259695,1.011703,1
2.733183,0.101949,1.667608,1.728559,0.456865,2.694586,1.524433,0.764049,-1
1.061726,0.456409,2.257217,1.031922,2.758388,1.830114,0.481931,2.475303,-1
0.444408,0.764225,0.638462,0.623543,0.944855,2.462575,2.771287,1.376537,1
0.044274,0.420482,1.031836,1.617821,1.941014,0.504654,0.045314,1.532736,-1
2.932422,2.029168,2.850178,0.499839,0.393092,2.616522,0.684348,1.946923,-1
2.163466,0.955677,2.438884,0.09878,2.649014,2.501691,3.095858,0.755212,1
1.781666,0.138279,0.861391,2.574475,3.081638,0.115037,0.781525,0.119162,1
1.848996,0.983566,0.220086,2.863486,0.516908,0.78891,2.767696,2.760759,-1
1.127346,2.504454,2.234418,1.578189,2.174029,0.840189,3.124408,0.374477,-1
0.047958,1.713252,0.92684,1.465144,1.23995,1.540406,0.89777,2.982149,1
1.129943,2.959359,2.771449,1.732753,0.504263,1.211764,2.156057,0.388988,1
0.39675,3.050875,0.139847,0.809645,0.80162,0.707645,1.186558,2.147361,1
1.804046,2.965642,1.985639,1.490628,1.765623,2.927022,2.450625,1.596666,1
1.523926,2.90785,1.162267,0.775746,2.613774,0.376782,2.462318,0.047693,-1
2.858657,2.033548,0.831827,2.281078,0.679225,1.927006,0.195244,0.365642,-1
0.18741,0.779429,2.453491,0.764797,2.356647,1.135313,0.457245,1.644608,-1
1.356913,0.247485,3.078506,0.036111,2.266613,0.805501,2.589676,2.621615,1
3.085231,2.084584,1.812658,2.275535,0.387535,2.324163,0.880467,2.873626,-1
1.865132,3.038498,2.935813,2.329771,0.477287,1.084311,0.8014,2.674183,-1
1.030508,2.756961,2.600665,0.668939,0.647953,0.593355,0.05574,0.078835,1
0.730664,1.962958,0.332621,0.704383,1.905894,0.705013,2.778591,2.688332,-1
0.88585,2.538811,1.55826,3.115961,2.96585,1.614024,0.695585,2.07982,-1
0.570877,2.760975,1.44036,2.668725,0.067537,1.41644,1.326678,1.540496,1
0.295315,1.627788,0.025669,0.900848,1.753205,1.540697,2.589753,1.133086,-1
0.993515,1.421089,2.54839,0.915591,2.419671,0.20098,2.309743,0.245359,-1
2.394803,2.817319,1.688223,2.640381,2.307752,2.066648,0.915917,1.874803,1
3.010855,0.708153,1.863887,0.055023,1.977074,0.527417,1.892212,0.020619,1
2.963146,2.313097,1.94027,1.267815,2.285977,2.974776,1.598195,0.817947,1
1.611066,1.409303,1.883522,0.3827,1.354014,1.015548,1.676306,2.817673,-1
2.790049,3.084261,2.43986,0.680909,2.489916,1.32847,2.295707,1.907082,1
1.777822,1.520709,1.199978,1.353286,1.664852,2.363164,1.823258,1.467163,1
0.458363,0.121603,1.534106,0.166873,0.589218,2.10504,0.011335,2.082252,1
0.616037,2.271444,0.292109,0.557012,0.406478,2.675449,2.18653,1.185212,1
2.713876,0.028857,1.582465,2.489831,1.206673,1.357041,2.822944,0.808622,-1
0.204564,1.700268,1.954781,2.379741,0.076818,2.498187,0.157671,1.880246,1
2.821853,0.280139,1.25118,0.402194,1.876671,1.240184,1.843094,0.106898,1
1.692438,0.989046,2.023401,1.762963,1.735048,2.579843,0.244796,0.353091,1
0.51935,2.945394,0.527754,0.634543,0.348192,2.03503,1.513437,0.349424,1
2.707976,0.87542,1.084736,0.886322,0.310433,1.606177,0.613034,1.273783,-1
2.34991,1.000156,1.381686,2.609495,1.404658,2.606415,2.312961,1.116994,-1
2.742397,0.338622,1.585516,1.584958,1.387198,1.788613,2.107702,2.230453,-1
2.433898,0.831159,0.931275,1.799289,0.72013,0.995933,1.689084,1.669031,-1
3.129978,1.323416,3.112958,2.152891,3.125622,0.920504,1.800793,1.70383,1
2.874958,2.303779,0.013353,1.508936,0.625104,0.100153,1.082618,1.81029,-1
0.426533,0.336258,1.417834,0.888701,1.134302,1.399593,1.715806,1.660486,1
0.080444,0.165354,1.43505,2.627543,1.965337,2.949938,0.723195,1.422086,-1
0.057269,0.405383,2.515855,0.444971,2.37412,0.509234,0.760024,2.62054,1
0.806056,1.425582,0.447041,2.394109,0.774728,0.188075,2.276404,1.347825,1
2.210354,1.229077,1.816333,2.622279,1.608818,2.966096,2.086582,1.563603,1
2.696336,2.58668,2.003468,0.16101,0.856027,0.507934,0.022083,2.553273,-1
0.97118,2.993368,0.365791,0.535876,0.862157,3.133588,0.36991,1.186217,1
1.685312,3.086006,2.769768,0.745824,1.06338,0.037302,0.151044,2.230682,-1
2.149019,2.166094,1.161328,2.866902,2.407753,1.297635,2.797734,0.329281,-1
2.51367,2.980431,1.859275,1.839837,1.80238,0.984854,2.269028,0.781988,1
0.974008,2.36085,1.747332,2.996525,2.634123,3.099401,0.166131,1.944521,-1
0.289216,0.797458,0.248446,1.323351,0.454762,0.869314,0.856417,1.321363,1
2.20488,1.870504,0.07227,1.176081,2.117327,1.912214,0.555195,1.228486,1
2.644491,2.36648,0.729904,2.114125,0.379242,1.794761,1.443456,3.077318,-1
2.15433,2.488738,2.830682,1.939732,2.934166,0.169916,2.112069,2.891361,1
3.107677,1.948,1.818989,0.790282,1.939861,2.562597,0.014679,2.467742,1
0.592378,2.487934,0.490502,2.332372,1.656987,0.813141,1.301259,1.837125,-1
3.054434,3.060577,1.69945,2.356615,1.402042,1.109929,2.465276,2.151133,-1
0.162866,1.288669,2.041092,2.11489,0.168891,2.518897,0.655902,0.462495,1
2.717779,2.643976,2.374954,1.3721,0.834531,2.386759,2.832742,2.842338,-1
0.955573,0.739006,2.260448,2.231108,1.817932,1.363909,2.353516,0.093838,-1
2.879201,1.103904,1.142144,2.461128,2.993833,1.651128,1.34238,0.796437,1
2.841778,1.558961,1.884268,3.092035,2.623654,2.380607,0.326351,1.4645,1
1.434566,0.95415,0.600211,1.962086,2.110952,0.705068,2.239615,2.137912,-1
1.487484,0.789537,0.761904,2.106609,1.325814,0.413887,2.348437,1.021501,1
0.131611,1.916715,0.820871,3.076843,1.879908,0.336059,0.266729,2.057924,-1
0.240642,0.838698,1.735184,0.612135,2.938184,2.240901,1.771754,2.894576,-1
1.788315,3.07102,1.393182,0.799845,0.884028,2.6913,0.513375,0.509034,-1
1.480752,1.903337,1.247762,1.246652,0.089552,0.546915,0.268814,1.978024,1
2.834638,0.907673,0.695923,2.43662,1.763584,1.815809,1.778072,2.298893,1
2.659225,2.654635,1.079443,1.841897,2.070582,2.290053,3.002751,0.57787,1
0.659255,3.098088,2.692725,2.022636,0.409943,2.225523,2.705412,2.294419,1
1.181838,0.299835,0.186196,1.328562,1.785359,2.406598,2.52069,1.3964,-1
2.991574,0.566108,1.473543,1.561239,1.514064,0.782759,2.229358,2.288503,-1
1.936373,0.19295,0.516894,1.054272,0.102229,0.148712,2.12845,2.073359,-1
1.910038,0.309748,1.85325,0.543346,2.408351,2.57869,1.802294,2.452835,1
2.820969,1.935233,0.305295,1.264737,1.754483,0.729635,1.66723,1.094045,-1
0.462666,0.379613,0.360181,0.594115,1.363442,1.775017,1.308814,1.340608,1
1.19173,0.180933,1.277903,1.834604,1.666464,1.049342,1.495088,2.674001,-1
0.649805,2.108218,0.097199,0.94872,0.885614,3.130126,0.373397,0.698944,1
2.969756,2.28856,1.472314,1.837586,1.39883,0.578779,0.777358,0.575553,-1
2.809129,2.841352,1.540029,0.670768,1.753537,1.477517,2.61893,1.596465,1
1.174335,0.921665,0.000949,0.056984,2.747839,0.002872,0.474602,1.46717,-1
0.703588,1.700452,1.527033,2.153957,1.900611,1.231049,1.22512,0.787272,-1
0.615705,2.495521,0.886029,1.318223,1.848014,1.632762,0.780008,2.456584,-1
1.095747,0.992061,0.346825,1.834383,0.51794,1.616282,2.771682,2.38528,1
2.991054,2.440934,1.606552,0.652962,2.983728,1.861586,2.518622,1.402305,1
2.065764,0.968576,1.87833,1.674733,2.651124,2.093425,0.823335,1.236178,1
1.858158,2.773022,0.916673,1.624035,2.355882,2.737881,1.345078,2.373251,1
0.782051,0.774857,0.011818,1.361451,0.043025,2.406498,2.449158,1.349819,1
1.315861,1.530561,2.608159,1.660317,0.283238,1.353727,1.771945,1.781954,1
0.959632,1.116373,1.026486,2.233564,0.680304,0.950857,1.626116,2.581131,1
0.307456,1.296281,0.170787,0.817083,2.206751,2.317528,0.905721,2.131194,-1
1.737244,0.722442,2.482919,2.491461,1.469281,2.310961,1.236596,1.82338,-1
1.846334,0.622706,2.790994,2.054972,1.586673,2.199802,0.067636,1.863365,-1
2.610527,1.399916,2.953923,1.023371,2.747114,0.564769,2.095656,2.632713,1
1.606186,2.181258,0.986656,1.92992,2.718648,2.443224,2.356248,1.16968,1
0.409759,2.320221,2.036101,1.808034,2.193484,0.785335,0.884536,2.109126,-1
3.014538,0.389528,3.053442,3.033072,0.317145,1.595982,3.082068,2.368718,-1
2.056887,1.955503,2.21212,1.734632,2.266029,3.101862,2.31067,1.087644,1
0.045193,2.212743,1.586624,0.965466,2.623823,1.995011,1.611827,0.055656,-1
0.803925,1.987833,2.399935,0.076647,2.037767,2.543016,1.574424,2.419,-1
